step,t_sec,agent_1_speed,agent_2_speed,agent_3_speed,agent_4_speed,agent_5_speed,agent_6_speed,agent_7_speed,agent_8_speed
1168,58.400000000000006,0.741325,0.750102,0.544157,0.734921,0.748822,0.686763,0.745349,0.748199
1169,58.45,0.741486,0.750173,0.520540,0.737652,0.748041,0.696989,0.428869,0.747543
1170,58.5,0.740494,0.750153,0.417754,0.735284,0.412943,0.688962,0.831628,0.748456
1171,58.550000000000004,0.743707,0.753101,0.557592,0.734064,0.839330,0.685584,0.257722,0.469608
1172,58.6,0.645572,0.904232,0.346745,0.738476,0.347412,0.697648,0.877206,0.822895
1173,58.650000000000006,0.766433,0.642216,0.607560,0.724713,0.855332,0.656115,0.275659,0.731427
1174,58.7,0.736241,0.706219,0.302277,0.721245,0.457186,0.672897,0.871449,0.761085
1175,58.75,0.744380,0.688299,0.607336,0.730619,0.826236,0.675572,0.363850,0.745137
1176,58.800000000000004,0.740393,0.673935,0.336556,0.721218,0.722554,0.688072,0.847230,0.755681
1177,58.85,0.744234,0.653502,0.634040,0.732085,0.753319,0.676230,0.416933,0.746256
1178,58.900000000000006,0.742614,0.660106,0.419120,0.722639,0.499712,0.675250,0.833306,0.754298
1179,58.95,0.745197,0.623837,0.833036,0.721299,0.813068,0.668450,0.419760,0.745595
1180,59.0,0.742635,0.602220,0.720635,0.733510,0.725866,0.644006,0.832615,0.753895
1181,59.050000000000004,0.746147,0.608508,0.762142,0.720675,0.750778,0.644202,0.493325,0.913813
1182,59.1,0.746328,0.566269,0.743716,0.733832,0.750885,0.624558,0.814321,0.683611
1183,59.150000000000006,0.745581,0.543407,0.755750,0.719978,0.749384,0.590025,0.726638,0.750087
1184,59.2,0.747613,0.516887,0.748736,0.719449,0.749684,0.618341,0.752049,0.734588
1185,59.25,0.746754,0.809152,0.753866,0.725635,0.749474,0.586193,0.744818,0.739249
1186,59.300000000000004,0.746709,0.728006,0.749151,0.716610,0.748512,0.557813,0.747892,0.736915
1187,59.35,0.746690,0.750538,0.751577,0.713551,0.749105,0.574956,0.746779,0.739850
1188,59.400000000000006,0.746072,0.744403,0.748760,0.708337,0.748736,0.615715,0.748066,0.737880
1189,59.45,0.747074,0.745033,0.747855,0.715340,0.711361,0.573833,0.747431,0.737837
1190,59.5,0.746975,0.264546,0.748675,0.770005,0.577818,0.561887,0.753739,0.732092
1191,59.550000000000004,0.745342,0.879061,0.747576,0.753939,0.628916,0.537838,0.750736,0.733586
1192,59.6,0.747218,0.708218,0.748351,0.756233,0.602543,0.590745,0.750631,0.734579
1193,59.650000000000006,0.747703,0.754354,0.747799,0.755381,0.657078,0.537429,0.750284,0.734329
1194,59.7,0.747727,0.743449,0.746642,0.754575,0.629961,0.594977,0.750190,0.733401
1195,59.75,0.746986,0.743510,0.747520,0.752822,0.630844,0.563460,0.748970,0.735358
1196,59.800000000000004,0.747976,0.747667,0.746876,0.753193,0.622526,0.566467,0.749495,0.734353
1197,59.85,0.747639,0.753399,0.747685,0.751795,0.659819,0.609511,0.749037,0.733491
1198,59.900000000000006,0.748621,0.419722,0.747332,0.753481,0.639181,0.594422,0.689969,0.734216
